Nomenclature	library_id	reference_name	polya_length	cumpct	polya_pct	size	polyA	type	line	diff	subunit	title
LSU-11	57-WC-noATc	toxo_LSU_rRNA_RL	9	98.3160821875483	0.579329522632473	20935.0800702353	0	Untreated	57-WC	0.362931241808284	LSU	LSU-11 | size=20935 | diff=0.4
LSU-11	57-WC-noATc	toxo_LSU_rRNA_RL	10	98.7949945929245	0.478912405376178	20935.0800702353	0	Untreated	57-WC	0.362931241808284	LSU	LSU-11 | size=20935 | diff=0.4
LSU-14	57-WC-48ATc	toxo_LSU_rRNA_RO	0	9.59383753501401	9.59383753501401	2600.4097849008	5	PolyA-KO	57-WC	0.817735937797506	LSU	LSU-14 | size=2600 | diff=0.8
LSU-14	57-WC-48ATc	toxo_LSU_rRNA_RO	1	13.6204481792717	4.0266106442577	2600.4097849008	5	PolyA-KO	57-WC	0.817735937797506	LSU	LSU-14 | size=2600 | diff=0.8
LSU-14	57-WC-48ATc	toxo_LSU_rRNA_RO	2	18.3473389355742	4.72689075630252	2600.4097849008	5	PolyA-KO	57-WC	0.817735937797506	LSU	LSU-14 | size=2600 | diff=0.8
LSU-14	57-WC-48ATc	toxo_LSU_rRNA_RO	3	19.1526610644258	0.805322128851541	2600.4097849008	5	PolyA-KO	57-WC	0.817735937797506	LSU	LSU-14 | size=2600 | diff=0.8
LSU-14	57-WC-48ATc	toxo_LSU_rRNA_RO	4	20.0980392156863	0.945378151260504	2600.4097849008	5	PolyA-KO	57-WC	0.817735937797506	LSU	LSU-14 | size=2600 | diff=0.8
LSU-14	57-WC-48ATc	toxo_LSU_rRNA_RO	5	24.9299719887955	4.83193277310924	2600.4097849008	5	PolyA-KO	57-WC	0.817735937797506	LSU	LSU-14 | size=2600 | diff=0.8
LSU-14	57-WC-48ATc	toxo_LSU_rRNA_RO	6	34.453781512605	9.52380952380952	2600.4097849008	5	PolyA-KO	57-WC	0.817735937797506	LSU	LSU-14 | size=2600 | diff=0.8
LSU-14	57-WC-48ATc	toxo_LSU_rRNA_RO	7	53.2563025210084	18.8025210084034	2600.4097849008	5	PolyA-KO	57-WC	0.817735937797506	LSU	LSU-14 | size=2600 | diff=0.8
LSU-14	57-WC-48ATc	toxo_LSU_rRNA_RO	8	73.984593837535	20.7282913165266	2600.4097849008	5	PolyA-KO	57-WC	0.817735937797506	LSU	LSU-14 | size=2600 | diff=0.8
LSU-14	57-WC-48ATc	toxo_LSU_rRNA_RO	9	83.2633053221289	9.27871148459384	2600.4097849008	5	PolyA-KO	57-WC	0.817735937797506	LSU	LSU-14 | size=2600 | diff=0.8
LSU-14	57-WC-48ATc	toxo_LSU_rRNA_RO	10	87.4649859943978	4.20168067226891	2600.4097849008	5	PolyA-KO	57-WC	0.817735937797506	LSU	LSU-14 | size=2600 | diff=0.8
LSU-14	57-WC-48ATc	toxo_LSU_rRNA_RO	11	89.4607843137255	1.99579831932773	2600.4097849008	5	PolyA-KO	57-WC	0.817735937797506	LSU	LSU-14 | size=2600 | diff=0.8
LSU-14	57-WC-48ATc	toxo_LSU_rRNA_RO	12	91.0014005602241	1.5406162464986	2600.4097849008	5	PolyA-KO	57-WC	0.817735937797506	LSU	LSU-14 | size=2600 | diff=0.8
LSU-14	57-WC-48ATc	toxo_LSU_rRNA_RO	13	93.2422969187675	2.24089635854342	2600.4097849008	5	PolyA-KO	57-WC	0.817735937797506	LSU	LSU-14 | size=2600 | diff=0.8
LSU-14	57-WC-48ATc	toxo_LSU_rRNA_RO	14	95.5882352941177	2.34593837535014	2600.4097849008	5	PolyA-KO	57-WC	0.817735937797506	LSU	LSU-14 | size=2600 | diff=0.8
LSU-14	57-WC-48ATc	toxo_LSU_rRNA_RO	15	96.5686274509804	0.980392156862745	2600.4097849008	5	PolyA-KO	57-WC	0.817735937797506	LSU	LSU-14 | size=2600 | diff=0.8
LSU-14	57-WC-48ATc	toxo_LSU_rRNA_RO	16	98.0392156862745	1.47058823529412	2600.4097849008	5	PolyA-KO	57-WC	0.817735937797506	LSU	LSU-14 | size=2600 | diff=0.8
LSU-14	57-WC-48ATc	toxo_LSU_rRNA_RO	17	98.6344537815126	0.595238095238095	2600.4097849008	5	PolyA-KO	57-WC	0.817735937797506	LSU	LSU-14 | size=2600 | diff=0.8
LSU-14	57-WC-noATc	toxo_LSU_rRNA_RO	0	10.1792357118701	10.1792357118701	2600.4097849008	5	Untreated	57-WC	0.817735937797506	LSU	LSU-14 | size=2600 | diff=0.8
LSU-14	57-WC-noATc	toxo_LSU_rRNA_RO	1	15.4210348326006	5.24179912073047	2600.4097849008	5	Untreated	57-WC	0.817735937797506	LSU	LSU-14 | size=2600 | diff=0.8
LSU-14	57-WC-noATc	toxo_LSU_rRNA_RO	2	17.9235711870139	2.50253635441326	2600.4097849008	5	Untreated	57-WC	0.817735937797506	LSU	LSU-14 | size=2600 | diff=0.8
LSU-14	57-WC-noATc	toxo_LSU_rRNA_RO	3	18.5999323638823	0.676361176868448	2600.4097849008	5	Untreated	57-WC	0.817735937797506	LSU	LSU-14 | size=2600 | diff=0.8
LSU-14	57-WC-noATc	toxo_LSU_rRNA_RO	4	19.3101115995942	0.71017923571187	2600.4097849008	5	Untreated	57-WC	0.817735937797506	LSU	LSU-14 | size=2600 | diff=0.8
LSU-14	57-WC-noATc	toxo_LSU_rRNA_RO	5	21.136286777139	1.82617517754481	2600.4097849008	5	Untreated	57-WC	0.817735937797506	LSU	LSU-14 | size=2600 | diff=0.8
LSU-14	57-WC-noATc	toxo_LSU_rRNA_RO	6	25.3297260737234	4.19343929658438	2600.4097849008	5	Untreated	57-WC	0.817735937797506	LSU	LSU-14 | size=2600 | diff=0.8
LSU-14	57-WC-noATc	toxo_LSU_rRNA_RO	7	39.3304024349002	14.0006763611769	2600.4097849008	5	Untreated	57-WC	0.817735937797506	LSU	LSU-14 | size=2600 | diff=0.8
LSU-14	57-WC-noATc	toxo_LSU_rRNA_RO	8	59.0463307406155	19.7159283057153	2600.4097849008	5	Untreated	57-WC	0.817735937797506	LSU	LSU-14 | size=2600 | diff=0.8
LSU-14	57-WC-noATc	toxo_LSU_rRNA_RO	9	71.017923571187	11.9715928305715	2600.4097849008	5	Untreated	57-WC	0.817735937797506	LSU	LSU-14 | size=2600 | diff=0.8
LSU-14	57-WC-noATc	toxo_LSU_rRNA_RO	10	78.3226242813663	7.30470071017924	2600.4097849008	5	Untreated	57-WC	0.817735937797506	LSU	LSU-14 | size=2600 | diff=0.8
LSU-14	57-WC-noATc	toxo_LSU_rRNA_RO	11	82.9218802840717	4.59925600270544	2600.4097849008	5	Untreated	57-WC	0.817735937797506	LSU	LSU-14 | size=2600 | diff=0.8
LSU-14	57-WC-noATc	toxo_LSU_rRNA_RO	12	86.946229286439	4.02434900236726	2600.4097849008	5	Untreated	57-WC	0.817735937797506	LSU	LSU-14 | size=2600 | diff=0.8
LSU-14	57-WC-noATc	toxo_LSU_rRNA_RO	13	90.3280351707812	3.38180588434224	2600.4097849008	5	Untreated	57-WC	0.817735937797506	LSU	LSU-14 | size=2600 | diff=0.8
LSU-14	57-WC-noATc	toxo_LSU_rRNA_RO	14	92.9658437605682	2.63780858978695	2600.4097849008	5	Untreated	57-WC	0.817735937797506	LSU	LSU-14 | size=2600 | diff=0.8
LSU-14	57-WC-noATc	toxo_LSU_rRNA_RO	15	95.0287453500169	2.06290158944877	2600.4097849008	5	Untreated	57-WC	0.817735937797506	LSU	LSU-14 | size=2600 | diff=0.8
LSU-14	57-WC-noATc	toxo_LSU_rRNA_RO	16	97.3960094690565	2.36726411903957	2600.4097849008	5	Untreated	57-WC	0.817735937797506	LSU	LSU-14 | size=2600 | diff=0.8
LSU-14	57-WC-noATc	toxo_LSU_rRNA_RO	17	98.241460940142	0.84545147108556	2600.4097849008	5	Untreated	57-WC	0.817735937797506	LSU	LSU-14 | size=2600 | diff=0.8
LSU-14	57-WC-noATc	toxo_LSU_rRNA_RO	18	98.9854582346973	0.743997294555293	2600.4097849008	5	Untreated	57-WC	0.817735937797506	LSU	LSU-14 | size=2600 | diff=0.8
LSU-16	57-WC-48ATc	toxo_LSU_rRNA_RQ	0	16.2098169565613	16.2098169565613	14415.9063164255	16	PolyA-KO	57-WC	1.93150545306851	LSU	LSU-16 | size=14416 | diff=1.9
LSU-16	57-WC-48ATc	toxo_LSU_rRNA_RQ	1	42.5917493853019	26.3819324287406	14415.9063164255	16	PolyA-KO	57-WC	1.93150545306851	LSU	LSU-16 | size=14416 | diff=1.9
LSU-16	57-WC-48ATc	toxo_LSU_rRNA_RQ	2	43.9486385575084	1.35688917220654	14415.9063164255	16	PolyA-KO	57-WC	1.93150545306851	LSU	LSU-16 | size=14416 | diff=1.9
LSU-16	57-WC-48ATc	toxo_LSU_rRNA_RQ	3	46.0978053000638	2.14916674255532	14415.9063164255	16	PolyA-KO	57-WC	1.93150545306851	LSU	LSU-16 | size=14416 | diff=1.9
LSU-16	57-WC-48ATc	toxo_LSU_rRNA_RQ	4	60.9416264456789	14.8438211456152	14415.9063164255	16	PolyA-KO	57-WC	1.93150545306851	LSU	LSU-16 | size=14416 | diff=1.9
LSU-16	57-WC-48ATc	toxo_LSU_rRNA_RQ	5	62.6536745287315	1.71204808305255	14415.9063164255	16	PolyA-KO	57-WC	1.93150545306851	LSU	LSU-16 | size=14416 | diff=1.9
LSU-16	57-WC-48ATc	toxo_LSU_rRNA_RQ	6	63.8648574811037	1.21118295237228	14415.9063164255	16	PolyA-KO	57-WC	1.93150545306851	LSU	LSU-16 | size=14416 | diff=1.9
LSU-16	57-WC-48ATc	toxo_LSU_rRNA_RQ	7	65.0487205172571	1.18386303615336	14415.9063164255	16	PolyA-KO	57-WC	1.93150545306851	LSU	LSU-16 | size=14416 | diff=1.9
LSU-16	57-WC-48ATc	toxo_LSU_rRNA_RQ	8	67.7442855841909	2.69556506693379	14415.9063164255	16	PolyA-KO	57-WC	1.93150545306851	LSU	LSU-16 | size=14416 | diff=1.9
LSU-16	57-WC-48ATc	toxo_LSU_rRNA_RQ	9	71.4597941899645	3.71550860577361	14415.9063164255	16	PolyA-KO	57-WC	1.93150545306851	LSU	LSU-16 | size=14416 | diff=1.9
LSU-16	57-WC-48ATc	toxo_LSU_rRNA_RQ	10	74.7108642200164	3.25107003005191	14415.9063164255	16	PolyA-KO	57-WC	1.93150545306851	LSU	LSU-16 | size=14416 | diff=1.9
LSU-16	57-WC-48ATc	toxo_LSU_rRNA_RQ	11	77.7069483653584	2.99608414534195	14415.9063164255	16	PolyA-KO	57-WC	1.93150545306851	LSU	LSU-16 | size=14416 | diff=1.9
LSU-16	57-WC-48ATc	toxo_LSU_rRNA_RQ	12	81.2312175575995	3.52426919224114	14415.9063164255	16	PolyA-KO	57-WC	1.93150545306851	LSU	LSU-16 | size=14416 | diff=1.9
LSU-16	57-WC-48ATc	toxo_LSU_rRNA_RQ	13	85.3656315453966	4.1344139877971	14415.9063164255	16	PolyA-KO	57-WC	1.93150545306851	LSU	LSU-16 | size=14416 | diff=1.9
LSU-16	57-WC-48ATc	toxo_LSU_rRNA_RQ	14	89.3452326746198	3.9796011292232	14415.9063164255	16	PolyA-KO	57-WC	1.93150545306851	LSU	LSU-16 | size=14416 | diff=1.9
LSU-16	57-WC-48ATc	toxo_LSU_rRNA_RQ	15	92.4414898460978	3.09625717147801	14415.9063164255	16	PolyA-KO	57-WC	1.93150545306851	LSU	LSU-16 | size=14416 | diff=1.9
LSU-16	57-WC-48ATc	toxo_LSU_rRNA_RQ	16	94.9731354157181	2.53164556962025	14415.9063164255	16	PolyA-KO	57-WC	1.93150545306851	LSU	LSU-16 | size=14416 | diff=1.9
LSU-16	57-WC-48ATc	toxo_LSU_rRNA_RQ	17	96.7671432474274	1.79400783170932	14415.9063164255	16	PolyA-KO	57-WC	1.93150545306851	LSU	LSU-16 | size=14416 | diff=1.9
LSU-16	57-WC-48ATc	toxo_LSU_rRNA_RQ	18	98.1058191421546	1.33867589472726	14415.9063164255	16	PolyA-KO	57-WC	1.93150545306851	LSU	LSU-16 | size=14416 | diff=1.9
LSU-16	57-WC-48ATc	toxo_LSU_rRNA_RQ	19	98.934523267462	0.828704125307349	14415.9063164255	16	PolyA-KO	57-WC	1.93150545306851	LSU	LSU-16 | size=14416 | diff=1.9
LSU-16	57-WC-noATc	toxo_LSU_rRNA_RQ	0	20.3288942695722	20.3288942695722	14415.9063164255	16	Untreated	57-WC	1.93150545306851	LSU	LSU-16 | size=14416 | diff=1.9
LSU-16	57-WC-noATc	toxo_LSU_rRNA_RQ	1	54.2171105730428	33.8882163034705	14415.9063164255	16	Untreated	57-WC	1.93150545306851	LSU	LSU-16 | size=14416 | diff=1.9
LSU-16	57-WC-noATc	toxo_LSU_rRNA_RQ	2	54.9838579499597	0.766747376916869	14415.9063164255	16	Untreated	57-WC	1.93150545306851	LSU	LSU-16 | size=14416 | diff=1.9
LSU-16	57-WC-noATc	toxo_LSU_rRNA_RQ	3	55.5790960451978	0.595238095238095	14415.9063164255	16	Untreated	57-WC	1.93150545306851	LSU	LSU-16 | size=14416 | diff=1.9
LSU-16	57-WC-noATc	toxo_LSU_rRNA_RQ	4	56.9612590799032	1.38216303470541	14415.9063164255	16	Untreated	57-WC	1.93150545306851	LSU	LSU-16 | size=14416 | diff=1.9
LSU-16	57-WC-noATc	toxo_LSU_rRNA_RQ	5	57.2941888619855	0.332929782082325	14415.9063164255	16	Untreated	57-WC	1.93150545306851	LSU	LSU-16 | size=14416 | diff=1.9
LSU-16	57-WC-noATc	toxo_LSU_rRNA_RQ	6	57.5766747376917	0.282485875706215	14415.9063164255	16	Untreated	57-WC	1.93150545306851	LSU	LSU-16 | size=14416 | diff=1.9
LSU-16	57-WC-noATc	toxo_LSU_rRNA_RQ	7	57.9701372074254	0.393462469733656	14415.9063164255	16	Untreated	57-WC	1.93150545306851	LSU	LSU-16 | size=14416 | diff=1.9
LSU-16	57-WC-noATc	toxo_LSU_rRNA_RQ	8	58.3434221146086	0.373284907183212	14415.9063164255	16	Untreated	57-WC	1.93150545306851	LSU	LSU-16 | size=14416 | diff=1.9
LSU-16	57-WC-noATc	toxo_LSU_rRNA_RQ	9	58.9487489911219	0.605326876513317	14415.9063164255	16	Untreated	57-WC	1.93150545306851	LSU	LSU-16 | size=14416 | diff=1.9
LSU-16	57-WC-noATc	toxo_LSU_rRNA_RQ	10	59.8668280871671	0.918079096045198	14415.9063164255	16	Untreated	57-WC	1.93150545306851	LSU	LSU-16 | size=14416 | diff=1.9
LSU-16	57-WC-noATc	toxo_LSU_rRNA_RQ	11	60.7142857142857	0.847457627118644	14415.9063164255	16	Untreated	57-WC	1.93150545306851	LSU	LSU-16 | size=14416 | diff=1.9
LSU-16	57-WC-noATc	toxo_LSU_rRNA_RQ	12	61.9854721549637	1.27118644067797	14415.9063164255	16	Untreated	57-WC	1.93150545306851	LSU	LSU-16 | size=14416 | diff=1.9
LSU-16	57-WC-noATc	toxo_LSU_rRNA_RQ	13	64.0536723163842	2.0682001614205	14415.9063164255	16	Untreated	57-WC	1.93150545306851	LSU	LSU-16 | size=14416 | diff=1.9
LSU-16	57-WC-noATc	toxo_LSU_rRNA_RQ	14	66.6767554479419	2.62308313155771	14415.9063164255	16	Untreated	57-WC	1.93150545306851	LSU	LSU-16 | size=14416 | diff=1.9
LSU-16	57-WC-noATc	toxo_LSU_rRNA_RQ	15	69.6731234866828	2.99636803874092	14415.9063164255	16	Untreated	57-WC	1.93150545306851	LSU	LSU-16 | size=14416 | diff=1.9
LSU-16	57-WC-noATc	toxo_LSU_rRNA_RQ	16	74.5661824051655	4.89305891848265	14415.9063164255	16	Untreated	57-WC	1.93150545306851	LSU	LSU-16 | size=14416 | diff=1.9
LSU-16	57-WC-noATc	toxo_LSU_rRNA_RQ	17	80.9624697336562	6.39628732849072	14415.9063164255	16	Untreated	57-WC	1.93150545306851	LSU	LSU-16 | size=14416 | diff=1.9
LSU-16	57-WC-noATc	toxo_LSU_rRNA_RQ	18	87.4192897497982	6.45682001614205	14415.9063164255	16	Untreated	57-WC	1.93150545306851	LSU	LSU-16 | size=14416 | diff=1.9
LSU-16	57-WC-noATc	toxo_LSU_rRNA_RQ	19	92.0803066989508	4.66101694915254	14415.9063164255	16	Untreated	57-WC	1.93150545306851	LSU	LSU-16 | size=14416 | diff=1.9
LSU-16	57-WC-noATc	toxo_LSU_rRNA_RQ	20	94.9354317998386	2.85512510088781	14415.9063164255	16	Untreated	57-WC	1.93150545306851	LSU	LSU-16 | size=14416 | diff=1.9
LSU-16	57-WC-noATc	toxo_LSU_rRNA_RQ	21	96.6908797417272	1.75544794188862	14415.9063164255	16	Untreated	57-WC	1.93150545306851	LSU	LSU-16 | size=14416 | diff=1.9
LSU-16	57-WC-noATc	toxo_LSU_rRNA_RQ	22	97.8309120258273	1.14003228410008	14415.9063164255	16	Untreated	57-WC	1.93150545306851	LSU	LSU-16 | size=14416 | diff=1.9
LSU-16	57-WC-noATc	toxo_LSU_rRNA_RQ	23	98.7187247780468	0.887812752219532	14415.9063164255	16	Untreated	57-WC	1.93150545306851	LSU	LSU-16 | size=14416 | diff=1.9
LSU-17	57-WC-48ATc	toxo_LSU_rRNA_RS	0	73.484481086324	73.484481086324	8886.10365833825	0	PolyA-KO	57-WC	0.00906408390818986	LSU	LSU-17 | size=8886 | diff=0.0
LSU-17	57-WC-48ATc	toxo_LSU_rRNA_RS	1	97.6479146459748	24.1634335596508	8886.10365833825	0	PolyA-KO	57-WC	0.00906408390818986	LSU	LSU-17 | size=8886 | diff=0.0
LSU-17	57-WC-48ATc	toxo_LSU_rRNA_RS	2	98.5935984481086	0.945683802133851	8886.10365833825	0	PolyA-KO	57-WC	0.00906408390818986	LSU	LSU-17 | size=8886 | diff=0.0
LSU-17	57-WC-noATc	toxo_LSU_rRNA_RS	0	76.293082195158	76.293082195158	8886.10365833825	0	Untreated	57-WC	0.00906408390818986	LSU	LSU-17 | size=8886 | diff=0.0
LSU-17	57-WC-noATc	toxo_LSU_rRNA_RS	1	95.8335387801391	19.540456584981	8886.10365833825	0	Untreated	57-WC	0.00906408390818986	LSU	LSU-17 | size=8886 | diff=0.0
LSU-17	57-WC-noATc	toxo_LSU_rRNA_RS	2	97.1007346777773	1.26719589763818	8886.10365833825	0	Untreated	57-WC	0.00906408390818986	LSU	LSU-17 | size=8886 | diff=0.0
LSU-2	57-WC-48ATc	toxo_LSU_rRNA_RB	0	10.2281988590057	10.2281988590057	2965.18906237437	0	PolyA-KO	57-WC	1.35318838722348	LSU	LSU-2 | size=2965 | diff=1.4
LSU-2	57-WC-48ATc	toxo_LSU_rRNA_RB	1	14.0586797066015	3.83048084759576	2965.18906237437	0	PolyA-KO	57-WC	1.35318838722348	LSU	LSU-2 | size=2965 | diff=1.4
LSU-2	57-WC-48ATc	toxo_LSU_rRNA_RB	2	14.4254278728606	0.366748166259169	2965.18906237437	0	PolyA-KO	57-WC	1.35318838722348	LSU	LSU-2 | size=2965 | diff=1.4
LSU-2	57-WC-48ATc	toxo_LSU_rRNA_RB	3	15.4849225753871	1.05949470252649	2965.18906237437	0	PolyA-KO	57-WC	1.35318838722348	LSU	LSU-2 | size=2965 | diff=1.4
LSU-2	57-WC-48ATc	toxo_LSU_rRNA_RB	4	15.7701711491443	0.285248573757131	2965.18906237437	0	PolyA-KO	57-WC	1.35318838722348	LSU	LSU-2 | size=2965 | diff=1.4
LSU-2	57-WC-48ATc	toxo_LSU_rRNA_RB	5	16.1776691116544	0.407497962510187	2965.18906237437	0	PolyA-KO	57-WC	1.35318838722348	LSU	LSU-2 | size=2965 | diff=1.4
LSU-2	57-WC-48ATc	toxo_LSU_rRNA_RB	6	17.0334148329258	0.855745721271394	2965.18906237437	0	PolyA-KO	57-WC	1.35318838722348	LSU	LSU-2 | size=2965 | diff=1.4
LSU-2	57-WC-48ATc	toxo_LSU_rRNA_RB	7	24.4498777506113	7.41646291768541	2965.18906237437	0	PolyA-KO	57-WC	1.35318838722348	LSU	LSU-2 | size=2965 | diff=1.4
LSU-2	57-WC-48ATc	toxo_LSU_rRNA_RB	8	56.519967400163	32.0700896495518	2965.18906237437	0	PolyA-KO	57-WC	1.35318838722348	LSU	LSU-2 | size=2965 | diff=1.4
LSU-2	57-WC-48ATc	toxo_LSU_rRNA_RB	9	76.6911165444173	20.1711491442543	2965.18906237437	0	PolyA-KO	57-WC	1.35318838722348	LSU	LSU-2 | size=2965 | diff=1.4
LSU-2	57-WC-48ATc	toxo_LSU_rRNA_RB	10	89.5273023634882	12.8361858190709	2965.18906237437	0	PolyA-KO	57-WC	1.35318838722348	LSU	LSU-2 | size=2965 | diff=1.4
LSU-2	57-WC-48ATc	toxo_LSU_rRNA_RB	11	94.6210268948655	5.09372453137734	2965.18906237437	0	PolyA-KO	57-WC	1.35318838722348	LSU	LSU-2 | size=2965 | diff=1.4
LSU-2	57-WC-48ATc	toxo_LSU_rRNA_RB	12	96.6992665036675	2.07823960880196	2965.18906237437	0	PolyA-KO	57-WC	1.35318838722348	LSU	LSU-2 | size=2965 | diff=1.4
LSU-2	57-WC-48ATc	toxo_LSU_rRNA_RB	13	98.2477587612062	1.54849225753871	2965.18906237437	0	PolyA-KO	57-WC	1.35318838722348	LSU	LSU-2 | size=2965 | diff=1.4
LSU-2	57-WC-noATc	toxo_LSU_rRNA_RB	0	9.43952802359882	9.43952802359882	2965.18906237437	0	Untreated	57-WC	1.35318838722348	LSU	LSU-2 | size=2965 | diff=1.4
LSU-2	57-WC-noATc	toxo_LSU_rRNA_RB	1	12.9339686861811	3.49444066258226	2965.18906237437	0	Untreated	57-WC	1.35318838722348	LSU	LSU-2 | size=2965 | diff=1.4
LSU-2	57-WC-noATc	toxo_LSU_rRNA_RB	2	13.7281597458589	0.794191059677785	2965.18906237437	0	Untreated	57-WC	1.35318838722348	LSU	LSU-2 | size=2965 | diff=1.4
LSU-2	57-WC-noATc	toxo_LSU_rRNA_RB	3	14.4542772861357	0.726117540276832	2965.18906237437	0	Untreated	57-WC	1.35318838722348	LSU	LSU-2 | size=2965 | diff=1.4
LSU-2	57-WC-noATc	toxo_LSU_rRNA_RB	4	14.9081007488087	0.45382346267302	2965.18906237437	0	Untreated	57-WC	1.35318838722348	LSU	LSU-2 | size=2965 | diff=1.4
LSU-2	57-WC-noATc	toxo_LSU_rRNA_RB	5	15.2938506920808	0.385749943272067	2965.18906237437	0	Untreated	57-WC	1.35318838722348	LSU	LSU-2 | size=2965 | diff=1.4
LSU-2	57-WC-noATc	toxo_LSU_rRNA_RB	6	16.1334240980259	0.839573405945087	2965.18906237437	0	Untreated	57-WC	1.35318838722348	LSU	LSU-2 | size=2965 | diff=1.4
LSU-2	57-WC-noATc	toxo_LSU_rRNA_RB	7	20.3312911277513	4.19786702972544	2965.18906237437	0	Untreated	57-WC	1.35318838722348	LSU	LSU-2 | size=2965 | diff=1.4
LSU-2	57-WC-noATc	toxo_LSU_rRNA_RB	8	38.9607442704788	18.6294531427275	2965.18906237437	0	Untreated	57-WC	1.35318838722348	LSU	LSU-2 | size=2965 | diff=1.4
LSU-2	57-WC-noATc	toxo_LSU_rRNA_RB	9	58.7701384161561	19.8093941456773	2965.18906237437	0	Untreated	57-WC	1.35318838722348	LSU	LSU-2 | size=2965 | diff=1.4
LSU-2	57-WC-noATc	toxo_LSU_rRNA_RB	10	72.1579305650102	13.3877921488541	2965.18906237437	0	Untreated	57-WC	1.35318838722348	LSU	LSU-2 | size=2965 | diff=1.4
LSU-2	57-WC-noATc	toxo_LSU_rRNA_RB	11	79.3056501021103	7.14771953710007	2965.18906237437	0	Untreated	57-WC	1.35318838722348	LSU	LSU-2 | size=2965 | diff=1.4
LSU-2	57-WC-noATc	toxo_LSU_rRNA_RB	12	82.9135466303608	3.60789652825051	2965.18906237437	0	Untreated	57-WC	1.35318838722348	LSU	LSU-2 | size=2965 | diff=1.4
LSU-2	57-WC-noATc	toxo_LSU_rRNA_RB	13	86.4079872929431	3.49444066258226	2965.18906237437	0	Untreated	57-WC	1.35318838722348	LSU	LSU-2 | size=2965 | diff=1.4
LSU-2	57-WC-noATc	toxo_LSU_rRNA_RB	14	89.3124574540504	2.90447016110733	2965.18906237437	0	Untreated	57-WC	1.35318838722348	LSU	LSU-2 | size=2965 | diff=1.4
LSU-2	57-WC-noATc	toxo_LSU_rRNA_RB	15	91.3319718629453	2.01951440889494	2965.18906237437	0	Untreated	57-WC	1.35318838722348	LSU	LSU-2 | size=2965 | diff=1.4
